zipcode,state,population,is_sud_rehab_clinic,is_sud_rehab_clinic_capped_viz
05301,VT,16681.0,1,1.0
15022,PA,10241.0,1,1.0
19702,DE,55653.0,1,1.0
17552,PA,20393.0,1,1.0
17872,PA,9223.0,1,1.0
18436,PA,13576.0,1,1.0
84757,UT,1653.0,1,1.0
76028,TX,74023.0,1,1.0
71446,LA,22095.0,1,1.0
71449,LA,9354.0,1,1.0
93545,CA,2072.0,1,1.0
93550,CA,82379.0,1,1.0
92220,CA,32947.0,1,1.0
76048,TX,25764.0,1,1.0
92345,CA,86499.0,1,1.0
92845,CA,16520.0,1,1.0
92860,CA,26376.0,1,1.0
92865,CA,20859.0,1,1.0
76374,TX,3883.0,1,1.0
76384,TX,12374.0,1,1.0
92821,CA,41335.0,1,1.0
74959,OK,6226.0,1,1.0
77048,TX,20536.0,1,1.0
93612,CA,37368.0,1,1.0
77032,TX,13497.0,1,1.0
77046,TX,1742.0,1,1.0
93640,CA,13865.0,1,1.0
81641,CO,3772.0,1,1.0
71463,LA,9630.0,1,1.0
76051,TX,49969.0,1,1.0
81650,CO,14336.0,1,1.0
92352,CA,7038.0,1,1.0
81657,CO,5114.0,1,1.0
92882,CA,67894.0,1,1.0
74953,OK,12113.0,1,1.0
71270,LA,31513.0,1,1.0
85024,AZ,26021.0,1,1.0
85027,AZ,38343.0,1,1.0
85035,AZ,51441.0,1,1.0
85353,AZ,42936.0,1,1.0
16830,PA,13121.0,1,1.0
84341,UT,24181.0,1,1.0
84067,UT,39194.0,1,1.0
92231,CA,39542.0,1,1.0
92373,CA,35348.0,1,1.0
16121,PA,4258.0,1,1.0
16148,PA,16673.0,1,1.0
16602,PA,27996.0,1,1.0
86004,AZ,38451.0,1,1.0
85003,AZ,11042.0,1,1.0
85012,AZ,8201.0,1,1.0
82701,WY,5309.0,1,1.0
85215,AZ,16461.0,1,1.0
85351,AZ,29795.0,1,1.0
84088,UT,37856.0,1,1.0
84302,UT,26564.0,1,1.0
84321,UT,49550.0,1,1.0
72116,AR,21715.0,1,1.0
72211,AR,24338.0,1,1.0
74110,OK,15197.0,1,1.0
92240,CA,40920.0,1,1.0
92883,CA,34836.0,1,1.0
93001,CA,33859.0,1,1.0
93004,CA,31942.0,1,1.0
97219,OR,42474.0,1,1.0
97424,OR,18750.0,1,1.0
84096,UT,69086.0,1,1.0
84003,UT,52970.0,1,1.0
84084,UT,32568.0,1,1.0
72209,AR,31641.0,1,1.0
85283,AZ,45736.0,1,1.0
85706,AZ,54853.0,1,1.0
75904,TX,34680.0,1,1.0
77070,TX,52943.0,1,1.0
94043,CA,31414.0,1,1.0
85086,AZ,43223.0,1,1.0
85248,AZ,38567.0,1,1.0
75935,TX,13060.0,1,1.0
71334,LA,8518.0,1,1.0
76063,TX,76914.0,1,1.0
92376,CA,84548.0,1,1.0
86442,AZ,34171.0,1,1.0
20037,DC,14945.0,1,1.0
02874,RI,6137.0,1,1.0
71655,AR,14458.0,1,1.0
71671,AR,8210.0,1,1.0
15090,PA,24985.0,1,1.0
15221,PA,28913.0,1,1.0
93105,CA,26003.0,1,1.0
94014,CA,48677.0,1,1.0
77099,TX,49849.0,1,1.0
77304,TX,35969.0,1,1.0
74133,OK,48331.0,1,1.0
93242,CA,3073.0,1,1.0
77365,TX,42086.0,1,1.0
81301,CO,30760.0,1,1.0
72904,AR,22402.0,1,1.0
74501,OK,28566.0,1,1.0
97520,OR,25970.0,1,1.0
02920,RI,37791.0,1,1.0
02822,RI,5960.0,1,1.0
84721,UT,27329.0,1,1.0
18302,PA,17685.0,1,1.0
18821,PA,1031.0,1,1.0
19027,PA,19170.0,1,1.0
17866,PA,10105.0,1,1.0
19020,PA,57043.0,1,1.0
77356,TX,32136.0,1,1.0
75951,TX,14370.0,1,1.0
92567,CA,9729.0,1,1.0
93274,CA,78493.0,1,1.0
76671,TX,1988.0,1,1.0
76107,TX,31591.0,1,1.0
93241,CA,15707.0,1,1.0
92503,CA,90011.0,1,1.0
19054,PA,17659.0,1,1.0
15074,PA,8617.0,1,1.0
02909,RI,46119.0,1,1.0
72202,AR,10340.0,1,1.0
72653,AR,28758.0,1,1.0
19131,PA,42705.0,1,1.0
15218,PA,13497.0,1,1.0
16002,PA,15379.0,1,1.0
92563,CA,73224.0,1,1.0
76205,TX,18969.0,1,1.0
15522,PA,11622.0,1,1.0
15904,PA,16065.0,1,1.0
16127,PA,15298.0,1,1.0
96817,HI,56823.0,1,1.0
83814,ID,26966.0,1,1.0
16433,PA,4982.0,1,1.0
19151,PA,30394.0,1,1.0
16373,PA,3355.0,1,1.0
15601,PA,57141.0,1,1.0
17870,PA,14730.0,1,1.0
16508,PA,15172.0,1,1.0
83501,ID,36793.0,1,1.0
19446,PA,58930.0,1,1.0
19610,PA,16024.0,1,1.0
86045,AZ,10445.0,1,1.0
76135,TX,22009.0,1,1.0
95356,CA,33070.0,1,1.0
78228,TX,56369.0,1,1.0
94130,CA,2747.0,1,1.0
71360,LA,36026.0,1,1.0
81505,CO,11791.0,1,1.0
92284,CA,25931.0,1,1.0
92584,CA,55517.0,1,1.0
76201,TX,27610.0,1,1.0
92625,CA,12017.0,1,1.0
95129,CA,41819.0,1,1.0
77627,TX,23296.0,1,1.0
76112,TX,43132.0,1,1.0
76115,TX,20956.0,1,1.0
92544,CA,50007.0,1,1.0
94124,CA,39445.0,1,1.0
75965,TX,17652.0,1,1.0
95678,CA,45136.0,1,1.0
95645,CA,1715.0,1,1.0
95650,CA,13446.0,1,1.0
78223,TX,55705.0,1,1.0
77808,TX,15217.0,1,1.0
77471,TX,42284.0,1,1.0
77447,TX,20805.0,1,1.0
78003,TX,9595.0,1,1.0
95608,CA,65367.0,1,1.0
78204,TX,11298.0,1,1.0
77630,TX,29317.0,1,1.0
77642,TX,39017.0,1,1.0
95124,CA,50054.0,1,1.0
94544,CA,79769.0,1,1.0
78213,TX,40589.0,1,1.0
78217,TX,33562.0,1,1.0
77702,TX,2682.0,1,1.0
95204,CA,30719.0,1,1.0
77802,TX,25502.0,1,1.0
83202,ID,24441.0,1,1.0
83333,ID,11775.0,1,1.0
83440,ID,50567.0,1,1.0
82729,WY,2221.0,1,1.0
82009,WY,35700.0,1,1.0
82520,WY,12887.0,1,1.0
19023,PA,22180.0,1,1.0
19317,PA,10714.0,1,1.0
15010,PA,28736.0,1,1.0
15044,PA,29105.0,1,1.0
15066,PA,12126.0,1,1.0
15239,PA,21211.0,1,1.0
95370,CA,28090.0,1,1.0
95337,CA,44476.0,1,1.0
17601,PA,55710.0,1,1.0
17745,PA,17096.0,1,1.0
18017,PA,39663.0,1,1.0
18929,PA,8819.0,1,1.0
36863,AL,12233.0,1,1.0
35040,AL,19214.0,1,1.0
85085,AZ,27875.0,1,1.0
85257,AZ,29187.0,1,1.0
95240,CA,49102.0,1,1.0
77493,TX,51774.0,1,1.0
78229,TX,33135.0,1,1.0
78230,TX,42145.0,1,1.0
78231,TX,8993.0,1,1.0
78251,TX,58836.0,1,1.0
78257,TX,12173.0,1,1.0
95242,CA,27341.0,1,1.0
94602,CA,29702.0,1,1.0
85266,AZ,11971.0,1,1.0
85378,AZ,9368.0,1,1.0
19013,PA,34252.0,1,1.0
33702,FL,29996.0,1,1.0
33873,FL,13455.0,1,1.0
34759,FL,42067.0,1,1.0
35243,AL,21607.0,1,1.0
35601,AL,34958.0,1,1.0
95503,CA,24488.0,1,1.0
78253,TX,66589.0,1,1.0
94559,CA,28137.0,1,1.0
77494,TX,130872.0,1,1.0
77504,TX,25728.0,1,1.0
94611,CA,40262.0,1,1.0
78259,TX,29842.0,1,1.0
32547,FL,35466.0,1,1.0
32901,FL,26286.0,1,1.0
33172,FL,43911.0,1,1.0
33328,FL,28997.0,1,1.0
36108,AL,17117.0,1,1.0
36451,AL,4567.0,1,1.0
33708,FL,16034.0,1,1.0
34471,FL,27632.0,1,1.0
34984,FL,16721.0,1,1.0
30165,GA,41943.0,1,1.0
77904,TX,29646.0,1,1.0
94806,CA,64589.0,1,1.0
95453,CA,11978.0,1,1.0
95458,CA,3394.0,1,1.0
95476,CA,34575.0,1,1.0
95030,CA,13585.0,1,1.0
77590,TX,30758.0,1,1.0
78209,TX,42456.0,1,1.0
95747,CA,75019.0,1,1.0
78332,TX,27152.0,1,1.0
95348,CA,35066.0,1,1.0
78013,TX,5868.0,1,1.0
95008,CA,49038.0,1,1.0
94904,CA,12718.0,1,1.0
77396,TX,61058.0,1,1.0
77565,TX,6966.0,1,1.0
94965,CA,11447.0,1,1.0
78130,TX,88349.0,1,1.0
77541,TX,16441.0,1,1.0
95457,CA,3231.0,1,1.0
78052,TX,7443.0,1,1.0
32703,FL,54805.0,1,1.0
33156,FL,34036.0,1,1.0
33179,FL,48088.0,1,1.0
33584,FL,27503.0,1,1.0
33634,FL,21465.0,1,1.0
33142,FL,55425.0,1,1.0
36532,AL,36918.0,1,1.0
32720,FL,33568.0,1,1.0
32746,FL,45828.0,1,1.0
34981,FL,4494.0,1,1.0
32034,FL,38167.0,1,1.0
32110,FL,8776.0,1,1.0
32539,FL,31749.0,1,1.0
33020,FL,45044.0,1,1.0
95010,CA,9080.0,1,1.0
95014,CA,62585.0,1,1.0
95901,CA,35840.0,1,1.0
95936,CA,361.0,1,1.0
78504,TX,56830.0,1,1.0
77478,TX,24536.0,1,1.0
77479,TX,93180.0,1,1.0
94561,CA,44545.0,1,1.0
94515,CA,6834.0,1,1.0
77414,TX,23416.0,1,1.0
77429,TX,94176.0,1,1.0
95814,CA,12208.0,1,1.0
79901,TX,10027.0,1,1.0
78596,TX,37329.0,1,1.0
78133,TX,20787.0,1,1.0
95548,CA,1205.0,1,1.0
78201,TX,42005.0,1,1.0
94549,CA,28637.0,1,1.0
78552,TX,38474.0,1,1.0
32082,FL,31861.0,1,1.0
32084,FL,34526.0,1,1.0
32095,FL,16607.0,1,1.0
32258,FL,37859.0,1,1.0
32514,FL,40844.0,1,1.0
35043,AL,13841.0,1,1.0
33950,FL,24984.0,1,1.0
78589,TX,38987.0,1,1.0
78954,TX,1144.0,1,1.0
78959,TX,1723.0,1,1.0
45501,OH,0.0,1,1.0
84059,UT,15567.0,1,1.0
99661,AK,579.0,1,1.0
79904,TX,31491.0,1,1.0
78374,TX,20281.0,1,1.0
11435,NY,58980.0,1,1.0
10918,NY,12547.0,1,1.0
10924,NY,14006.0,1,1.0
15220,PA,17840.0,1,1.0
11217,NY,42417.0,1,1.0
11218,NY,78642.0,1,1.0
99645,AK,28818.0,1,1.0
33710,FL,33172.0,1,1.0
32080,FL,21889.0,1,1.0
96019,CA,10491.0,1,1.0
79602,TX,25389.0,1,1.0
79605,TX,30239.0,1,1.0
79606,TX,27818.0,1,1.0
78582,TX,43253.0,1,1.0
78744,TX,51048.0,1,1.0
78746,TX,29106.0,1,1.0
